year,month,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,rainfall,low visibility hour,sunshine,radiation,evaporation,winddirection,windspeed
2011,11,27,1016,24.5,21.3,19.3,16.8,76,11,-,3,9.8,17.53,3,50,23
2011,11,28,1014.4,24.7,21.9,20.2,18.2,80,32,-,0,9.8,17.28,3.4,60,22.7
2011,11,29,1015.2,25,22.7,21.6,18.6,78,43,-,0,9.2,17.4,3.6,60,22.1
2011,11,30,1014.6,26.3,23.1,21.5,19.3,80,41,微量,11,7.2,12.65,3.5,50,15.9
2011,12,1,1017.2,21.8,18.7,14.9,12.6,68,59,-,5,1.7,7.31,4,10,36.6
2011,12,2,1017,17.8,15,13.4,7,59,35,-,0,8.1,16.23,4.4,10,32.2
2011,12,3,1017.5,19.4,15.1,11.8,5.8,54,3,-,0,9.8,18.21,4.3,20,22.7
2011,12,4,1019,20.2,17.4,14.4,10.5,65,29,-,0,9.5,16.57,2,70,33
2011,12,5,1018.4,20.2,18.8,18.1,15.1,79,88,1.2,0,-,5.57,0.6,70,38.4
2011,12,6,1018.2,21.8,19.9,17.6,17.2,85,84,1.2,4,0.2,6.22,1.5,60,27.7
2011,12,7,1016.7,24.5,22.3,20.4,18.6,80,83,-,12,3.3,9.56,3.1,30,14
2011,12,8,1017.6,22.9,20.4,15.7,13.4,65,66,-,9,6.7,13.68,5.8,20,38.5
2011,12,9,1022.5,16.3,14.6,13.4,6.8,59,87,微量,0,1.6,9.13,3.1,20,41.2
2011,12,10,1023.8,15.9,13.1,11,1.4,45,30,-,0,9.6,16.34,5.8,20,42.8
2011,12,11,1022.7,16.3,12.9,9.6,1,44,13,-,0,9.6,16.8,3.7,20,33.5
2011,12,12,1020.5,18.6,15.1,11.7,4,48,19,-,0,9.6,15.95,3.1,20,23.5
2011,12,13,1019.5,20.7,17.1,14.1,8.6,58,52,微量,1,9.3,14.72,2.8,20,20.4
2011,12,14,1018.8,21.6,19.3,17.7,12.1,63,85,-,10,0.4,8.22,2.9,40,13.9
2011,12,15,1019.7,22.2,19.2,17.5,11.1,60,39,-,3,9.4,14.3,4.5,20,21.3
2011,12,16,1023.3,19,17,15.1,8.2,56,49,-,9,8.4,13.05,3.9,20,29.5
2011,12,17,1024.6,17.8,16.1,14.4,9.4,65,63,微量,24,7.1,12.17,2.7,80,29.8
2011,12,18,1023.8,18.6,16.1,13.6,10.6,70,33,微量,17,9.3,15.03,3.2,40,25.6
2011,12,19,1021.4,19.2,16.7,14,11.8,73,43,-,13,9.3,15.42,3.2,60,30.5
2011,12,20,1019.6,18.7,17.4,16.7,12.5,74,88,微量,1,-,4.02,1.9,40,24
2011,12,21,1018.3,22,19.5,17.2,13.4,68,79,-,8,1.6,9.52,3.5,30,15.4
2011,12,22,1019.2,20.5,17.9,16.1,10.1,61,41,-,7,9,14.21,4,20,24.5
2011,12,23,1021.2,17.7,15,12.6,8,63,32,-,24,8.4,12.91,4.3,20,28.2
2011,12,24,1023.8,15.6,13,10.6,-0.7,39,9,-,6,9.3,15.6,4.2,20,38
2011,12,25,1025.2,15.9,13.3,10.3,1.5,45,19,-,0,9.4,15.89,4,20,26.2
2011,12,26,1025.1,17.9,15.8,13.9,7.5,58,84,-,0,0.6,8.44,2,50,28.9
2011,12,27,1023.7,18,16.5,15.1,12.2,76,55,-,2,8.6,15.85,2.6,80,39.1
2011,12,28,1022.2,20.6,17.3,15.1,13.9,81,7,-,15,9.4,14.87,2.9,60,19.6
2011,12,29,1020.6,20.7,17.7,16.1,14.4,81,37,-,2,7.5,14.75,3,60,26.3
2011,12,30,1023,19.6,17.7,16.5,13.9,79,82,微量,17,3.2,8.98,2.2,80,27.3
2011,12,31,1023.4,19.8,16.9,14.8,13.4,80,68,0.4,17,4,11.3,2.4,30,19.3
2012,1,1,1022.3,20,17.2,15.4,13,76,44,-,19,9.3,14.13,3,80,19.3
2012,1,2,1021.2,18.3,16.6,15.5,12.3,76,61,-,7,7,14.48,3.2,90,30.8
2012,1,3,1020.4,19.6,17,15.5,12.2,74,77,-,24,3,11.28,3.1,70,29.7
2012,1,4,1024.2,16,13.5,11.8,7.4,67,83,微量,0,0.5,8.31,2.8,20,33.3
2012,1,5,1023.4,11.9,11,10.2,7.5,79,90,0.8,10,-,1.97,0.7,30,26.7
2012,1,6,1022.8,15.6,13.2,10.7,10.2,82,88,0.5,2,0.1,5.86,1.2,20,17.7
2012,1,7,1025.4,15.2,14.2,13.1,10.8,81,88,-,12,-,3.27,0.9,30,19.1
2012,1,8,1024.7,18,15.6,13.9,11.4,76,72,-,20,6.3,12.74,2.6,30,13.5
2012,1,9,1022.9,18.8,15.8,13.3,11.4,75,67,-,24,9.2,14.61,2.1,20,13.5
2012,1,10,1022.4,18.3,15.9,13.8,11.8,77,62,-,21,5.1,10.8,2.4,20,13.5
2012,1,11,1023.7,18.3,16,14.9,11.3,74,85,0.4,7,0.4,7.37,1.9,20,22.2
2012,1,12,1022.6,16.8,15.3,13.6,11.7,79,89,0.9,9,-,5.55,0.9,40,24.2
2012,1,13,1019.6,17.3,15.9,14.9,13.7,87,88,2.3,4,-,3.28,0.2,50,21.9
2012,1,14,1015.1,18.9,17.5,16,15.9,90,88,0.6,4,-,4.12,0.4,50,18.6
2012,1,15,1011.5,18.2,17.2,16,16.8,98,95,19.1,0,-,1.56,1.1,40,14.6
2012,1,16,1012.7,16.6,15.7,14.5,13.8,89,84,8.7,3,0.1,3.86,1.4,20,13
2012,1,17,1014.8,18.7,16.5,15.2,12.5,78,58,-,7,8,16.74,4.5,50,26.5
2012,1,18,1014.1,19.7,17.7,15.6,14.7,83,71,-,0,6,15.04,2,40,27.2
2012,1,19,1014.3,22.4,19.4,17.7,17.2,87,65,-,2,8.3,14.24,2.7,40,14.1
2012,1,20,1015.5,19.2,17.4,16.4,15,86,86,-,4,1.2,8.54,2.1,60,33.2
2012,1,21,1014.8,16.9,16.2,15.9,14.1,87,88,微量,6,-,4.45,1,50,33.9
2012,1,22,1017.5,16.3,13.4,10.6,10.8,84,96,微量,0,-,2,0.7,20,28.6
2012,1,23,1020.1,11.8,10.5,9.4,7.9,84,96,1.3,0,-,3.18,0.7,20,29.8
2012,1,24,1018.6,12.2,10.9,8.9,9.3,90,99,4.5,12,-,1.79,0.5,40,34.8
2012,1,25,1021.1,10.2,8.7,7.4,6.8,88,89,2.2,4,-,3.22,1,20,30.5
2012,1,26,1019.7,13.4,11.2,9,9.5,90,94,0.8,9,-,3.65,0.5,50,38
2012,1,27,1016.6,15.8,14.7,13.3,13.2,91,97,-,0,-,4.03,0.2,50,27.5
2012,1,28,1016.1,20,16.7,14.8,14.4,86,44,-,6,8,16.84,3,40,16.8
2012,1,29,1018.6,16.5,15.1,13.8,12.8,87,81,-,4,-,6.09,1.8,40,17.1
2012,1,30,1020.5,17.9,15.7,13.9,10.5,71,70,-,3,5,12.92,3.2,20,15
2012,1,31,1021.3,17.6,15.1,13.4,8.8,67,47,-,0,8.5,16.94,3,20,17.3
2012,2,1,1020,18.4,15.6,13.7,11.5,77,45,-,0,9.9,17.82,3.1,50,21.8
2012,2,2,1021.5,18.4,16,14.8,12.4,79,82,微量,4,2.9,12.21,3.1,70,32
2012,2,3,1022.5,15.3,14.5,13.1,10.9,79,88,微量,2,0.1,5.31,0.9,40,26.2
2012,2,4,1019.8,17.4,15.3,14,12.4,83,83,微量,0,2.1,7.44,1.4,60,29.2
2012,2,5,1016.2,19.3,17.4,15.8,14.5,83,78,0.1,1,3.9,10.25,1.2,50,23.4
2012,2,6,1011.3,20.1,18.5,17.5,17.1,92,88,0.4,0,0.4,6.97,1.8,40,16.5
2012,2,7,1015,20.8,16.7,11.5,13.2,81,78,3.1,0,2,9.07,3,20,27.8
2012,2,8,1021.2,13.8,12.3,11,9.2,82,88,0.7,21,-,5.22,2.1,30,29.5
2012,2,9,1019.7,13.5,12.7,11.5,9.6,81,90,微量,9,0.1,6.78,1.5,80,40.8
2012,2,10,1019,16.9,14.8,13,12.8,88,88,微量,4,-,4.08,0.8,60,23.4
2012,2,11,1021.4,16.8,14,12,11,82,88,-,11,0.5,8.29,1.2,30,20
2012,2,12,1020.2,19.7,16.2,14,13.1,82,80,微量,17,3,12.62,2.6,60,23.4
2012,2,13,1017.6,22.2,19.1,15.9,15.8,81,86,微量,6,1.9,10.84,2.1,40,16.3
2012,2,14,1014.9,21.3,19.4,17.9,17.6,89,90,0.3,4,-,4.32,0.8,40,16.7
2012,2,15,1013,20.8,18.8,16.2,17.8,94,89,微量,1,-,7.53,1.4,40,18.3
2012,2,16,1016.4,17.8,16.1,15.3,14.2,89,88,微量,6,-,3.95,1.8,70,24.9
2012,2,17,1020.2,17,14.9,13.2,9.9,72,85,微量,0,1,9.78,3,20,24
2012,2,18,1022.6,16.3,13.7,11.6,8.6,72,77,-,4,2.4,9.78,2.2,80,30.2
2012,2,19,1022.1,17.9,14.3,12.3,9.1,71,59,-,19,7.4,15.97,3,80,33.2
2012,2,20,1018.5,17.1,15,13.3,10.8,76,81,-,5,0.1,7.27,2,70,35
2012,2,21,1014.1,19,17.3,15.6,14.4,84,88,1.7,0,0.2,7.25,0.2,50,23.5
2012,2,22,1010.8,19.3,18.2,17.2,17.4,95,89,1.3,2,0.1,7.06,0.5,40,17.4
2012,2,23,1008.9,21.3,19.9,18.8,19.6,99,91,2.9,0,-,3.95,0.5,40,13.7
2012,2,24,1010,21,17.8,15.9,17.2,97,84,0.5,0,-,4.03,0.3,30,23.1
2012,2,25,1011.6,17.1,16.1,14.8,15.5,96,88,微量,0,-,2.65,1.3,50,28.7
2012,2,26,1016.3,14.9,13.6,12.2,10.9,84,94,微量,0,-,4.48,1.7,20,29.1
2012,2,27,1016.4,12.8,12.1,10.9,9.6,85,88,微量,3,-,2.05,0.8,30,28.7
2012,2,28,1013.2,15.3,13,9.8,11.7,92,88,18,1,0.1,4.54,0.7,30,24.2
2012,2,29,1014.2,15.8,14.7,13.8,12.9,89,89,0.5,0,-,5.62,0.9,50,36.6
2012,3,1,1014.1,18.2,16.7,14.9,16,96,94,微量,2,-,6.6,0.4,40,22.8
2012,3,2,1012.5,24.4,20.9,18.2,19.5,92,77,-,6,7.1,19.26,3,40,14.4
2012,3,3,1013.8,21,17.7,16.9,16.8,95,91,0.2,1,-,4.6,0.9,50,33.3
2012,3,4,1012.8,19.6,17.9,16.4,17.2,96,89,0.5,1,0.4,9.7,1.4,40,22.9
2012,3,5,1009,25.8,21.4,18.8,20.3,94,88,微量,0,1.8,10.24,1.4,30,13.7
2012,3,6,1008.5,27.4,23.8,21.9,21.9,89,86,0.3,0,1.2,9.93,2.6,170,13.1
2012,3,7,1009,22.2,18.7,17.6,17.7,94,88,微量,5,-,5.66,1.4,30,23.7
2012,3,8,1010.7,17.7,16.9,16.4,16.1,95,90,3.3,1,-,4.56,0.8,50,32.7
2012,3,9,1014.3,17.1,15.6,13.9,14.3,92,98,0.2,2,-,2.24,1.4,30,28.8
2012,3,10,1017.7,15.4,13.9,12.5,10.3,79,96,微量,0,-,4.61,1.2,20,26.5
2012,3,11,1020,14.4,12.6,11.7,11.6,94,95,8.4,0,-,1.78,0.6,20,25.6
2012,3,12,1021.7,13.5,12.6,11.4,12,96,96,6.6,2,-,1.56,0.2,60,32.2
2012,3,13,1021,15.7,14.2,12.9,13.2,93,99,1.7,9,-,4.26,0.7,50,21.6
2012,3,14,1018.5,17.9,16.1,14.6,13.9,87,88,微量,4,0.4,8.81,1.4,50,28.9
2012,3,15,1016.5,19.3,17.4,15.1,15.4,88,88,0.6,0,0.1,9.14,1.2,50,26.6
2012,3,16,1013.5,22.6,19.9,18.1,19,95,83,0.2,2,4.3,13.13,1.8,40,14.1
2012,3,17,1012.5,26.3,22.3,19.9,20,88,58,微量,0,5.9,15.58,2.7,30,7.4
2012,3,18,1012.9,28.8,23.9,20,20.2,81,35,-,2,8.3,21.37,4.9,200,5.7
2012,3,19,1014.1,22.5,20.8,19.4,18.7,88,63,微量,7,3.8,9.59,2.4,50,21.6
2012,3,20,1014.1,22.7,20.3,19,18,87,83,微量,8,3.4,12.96,3.2,50,21.5
2012,3,21,1015.7,20.6,18.8,18,16,84,86,微量,7,2.5,8.83,2.4,80,36.1
2012,3,22,1014.2,24.5,20.7,17.7,17,80,83,微量,0,5.6,18.27,3.3,50,24.5
2012,3,23,1014.3,25.3,20.9,16.7,17.3,80,87,-,1,1.3,10.77,5.4,20,21.2
2012,3,24,1019.2,21.6,17.6,13.6,8.5,56,52,0.1,0,9.8,20.12,5.3,20,31.2
2012,3,25,1020.1,22.6,18.5,15.5,11.2,64,16,-,0,9.5,21.12,4.2,70,24
2012,3,26,1020.6,23.8,19.6,15.5,8.3,50,24,-,0,9.9,21.61,6,60,35.3
2012,3,27,1021.1,23.8,20.5,17.7,11.9,59,28,-,0,10.3,21.22,4.5,60,28.7
2012,3,28,1019.9,24.2,21.1,19.1,14.7,67,49,-,0,9.3,20.15,4.3,60,28.8
2012,3,29,1017.7,26.1,22.3,19.7,17,72,66,-,0,8.3,20.61,4.2,50,28.8
2012,3,30,1015.5,25,23,21,19.7,82,87,-,0,1.5,9.78,3.4,50,22.8
2012,3,31,1018.5,26.1,22.3,20.5,17.3,74,83,微量,1,1.8,12.3,3.1,30,26.8
2012,4,1,1019.2,23.4,20.7,19,15.4,73,82,-,0,5.1,16.65,3.4,80,23.5
2012,4,2,1015.9,24.6,21.9,20.1,18.9,83,85,-,0,2.6,12.39,2.6,50,18.1
2012,4,3,1016.9,28.4,24.5,22,21,81,80,-,12,6.1,15.68,4,200,6.3
2012,4,4,1016.6,23.9,21.9,20.9,18.1,79,86,-,6,2.5,14.46,3.6,40,27.4
2012,4,5,1013.7,23.2,21.3,20.4,19.9,92,94,48.5,3,-,3.02,2.5,40,15.4
2012,4,6,1015.3,20.7,19.9,18.2,19.3,96,95,10.9,0,-,2.14,2.8,70,33.5
2012,4,7,1017.1,21.4,20.3,18.4,14.2,68,91,-,0,0.2,6.98,3.5,80,38.8
2012,4,8,1015.7,22.1,20.8,19.9,18.2,85,89,0.3,0,0.2,4.98,1,70,30.4
2012,4,9,1014.3,25.9,22.5,20.3,20.8,91,83,28.9,4,4.5,14.66,3,40,21.2
2012,4,10,1013.8,27.9,23.8,21.6,21.7,88,70,-,4,7.9,21.8,4.5,70,14.3
2012,4,11,1011.3,28.5,25,22.3,21.3,81,54,-,0,9.8,24.71,3.7,230,8.4
2012,4,12,1010,27.8,25.5,23.7,22.4,83,66,-,0,5.3,15.89,3.8,190,9.5
2012,4,13,1010.8,29.5,26.5,24.7,23.4,83,81,微量,0,1.5,8.58,2.1,200,15.3
2012,4,14,1011.2,29.5,26.9,25.2,24,85,74,微量,0,2.6,13.12,4.7,210,11.9
2012,4,15,1009.6,29.6,27.1,25.5,23.4,80,65,微量,0,5.6,17.28,2.9,210,14.8
2012,4,16,1008.5,28.8,26,22.5,23.5,86,85,11.8,0,2,10.13,3.6,220,19.9
2012,4,17,1009.6,23.9,21.3,20,20.2,93,93,16.6,0,-,1.22,1.8,90,40.4
2012,4,18,1009.4,22.9,22,21.1,20,88,88,微量,7,0.5,7.99,1.6,90,32
2012,4,19,1009.6,22.9,22.2,21.7,21.6,96,80,28.2,5,-,2.07,2.5,50,20.2
2012,4,20,1008.7,23.1,22,20.8,21.3,96,82,66.2,0,0.1,2.19,1.4,50,15.8
2012,4,21,1008.8,25.8,23.3,21.1,20,82,77,-,4,2.6,11.74,4.5,350,6.5
2012,4,22,1009.9,28.5,24.3,21.9,20.3,79,50,-,3,11,26.01,6.3,50,12.2
2012,4,23,1008.7,28,25.4,23.5,22.9,86,85,0.3,0,0.4,6.25,2.1,170,23.5
2012,4,24,1006.6,28.4,27.1,25.6,23.7,82,85,微量,0,2.2,12.82,3.2,210,32.1
2012,4,25,1006.7,29,27.5,23.6,24.3,83,88,4.8,0,0.8,6.57,2.3,220,24.1
2012,4,26,1009.9,28.8,24.4,22,21.2,83,72,微量,0,6,17.17,4.9,90,23.7
2012,4,27,1009.5,23.6,22.3,21.5,20.9,92,88,34.5,7,0.2,6.08,2.5,70,30.1
2012,4,28,1008.9,25.9,23.5,21.3,22.7,95,88,22.2,0,1.8,12.49,2.7,100,21.6
2012,4,29,1007.3,30.2,27.2,23.9,25.1,89,81,21.2,0,2.1,11.63,3.3,200,22.9
2012,4,30,1005.8,30.1,28.5,26.6,25,82,77,0.5,0,4.5,16.76,6.1,210,29.6
2012,5,1,1006.3,30.5,28.7,27.8,25.4,83,86,微量,0,2.5,12.73,2.3,210,28.2
2012,5,2,1006.6,31.9,29.2,27.8,25.5,81,74,0.4,0,8.2,23.59,5.6,220,26.4
2012,5,3,1005.5,30.8,29,28,25.5,82,86,微量,0,2.4,11.11,3,210,23.8
2012,5,4,1006.1,31.2,28,24.4,25.9,89,84,35.7,0,3,12.52,3,190,18.4
2012,5,5,1009.4,26.2,24.9,24.1,23.6,93,86,3.4,0,0.6,8.09,5.5,80,22.6
2012,5,6,1010.5,28.2,25.9,24.4,22.9,84,79,-,0,6.5,19.89,2.6,90,17.7
2012,5,7,1010,28.9,26.5,24.6,23.4,83,61,-,0,9.2,22.22,4.6,110,12.7
2012,5,8,1008.8,31.9,28.6,26.1,24.3,78,59,-,0,9.7,24.24,6.2,230,11.5
2012,5,9,1008.9,32.5,29.2,27,25,79,33,-,0,11.3,26.91,6.2,240,24.7
2012,5,10,1008.8,32.5,29.1,26.9,25.4,81,57,6.1,0,10.1,25.92,7.1,240,22
2012,5,11,1008.4,27.9,26,24.7,24.3,91,88,1.4,0,0.6,7.95,1.9,90,33.7
2012,5,12,1007,28.7,26.4,24.5,24.3,88,80,0.1,0,5.2,17,6.5,110,27.9
2012,5,13,1005.3,29.6,27.9,26,24.5,82,76,4.6,0,3.4,14.05,3.2,200,13.8
2012,5,14,1006.9,32.2,28.8,25.7,25.4,82,67,1.9,0,6.5,18.89,5.2,190,11.2
2012,5,15,1007.6,30.3,28,26.4,25.9,89,71,22.1,0,4.8,15.61,1.7,110,8.5
2012,5,16,1006.1,29.2,26.6,25.7,25.4,93,81,14.4,0,3.1,11.44,2,60,16
2012,5,17,1006.5,28.9,27,25.5,25.2,90,83,2,0,1.5,12.61,2.5,110,11.8
2012,5,18,1008.1,27.2,25.4,24.8,25,98,89,83.8,0,-,2.36,1,110,28.1
2012,5,19,1007.1,30,26.5,24.5,25.1,92,79,7.4,0,4.8,16.14,3.5,40,18.2
2012,5,20,1005.6,30.7,27,25.1,25.2,91,78,49.6,6,5.3,15.03,2.2,50,15.2
2012,5,21,1007.6,28.1,25.9,24.9,22.3,81,87,微量,0,4.2,17.91,5.3,100,41.5
2012,5,22,1008.5,27.6,25.6,24.3,20.5,74,66,微量,0,9.4,23.05,5.7,100,40.8
2012,5,23,1007.6,28.5,25.7,24.5,21.6,78,72,-,0,5.4,17.96,4.9,90,38.1
2012,5,24,1006.7,27.5,26.1,25.1,23,83,90,微量,0,0.8,9.44,2.2,80,31.2
2012,5,25,1006.3,30.9,27.9,26.1,24.7,83,78,微量,0,5,19.89,4.4,70,29.8
2012,5,26,1006.6,28.2,26.9,25.8,25.1,90,88,28.4,0,2.5,8.42,2.6,80,29.7
2012,5,27,1007.4,29.5,26.9,25.7,25.1,90,90,5.8,0,2.2,13.01,4.8,90,27.7
2012,5,28,1008.6,26.2,25.5,25,24.6,95,88,10.5,0,-,4.25,1.3,100,30.9
2012,5,29,1009.8,26.2,25.5,24.9,23.3,87,88,0.1,0,0.1,5.91,1.7,100,39.5
2012,5,30,1007.8,29.5,26.7,25.3,24,85,83,微量,0,4.8,18.08,3.6,100,19.4
2012,5,31,1007.8,29.4,27,25.7,23.7,83,83,微量,1,3,13.03,5.6,100,24.5
2012,6,1,1008,28.3,26.1,24.9,21.4,75,74,-,0,8.1,21.41,4.9,100,37.3
2012,6,2,1006.3,30.2,26.6,24.8,23.3,82,83,8.6,0,5.3,19.59,3.6,100,20.3
2012,6,3,1005.3,28.4,26,24.9,23.7,88,86,微量,0,1.6,10.06,3.4,110,20.6
2012,6,4,1004.8,29.7,27,25.8,23.6,82,70,微量,0,6.7,19.53,4.5,110,15
2012,6,5,1004.2,31.6,28.2,25.8,24.1,79,52,-,0,11.5,24.66,5.6,150,9.7
2012,6,6,1004,31.2,28.3,26.5,24.8,82,58,-,0,11.2,25.44,5,100,14.1
2012,6,7,1004.2,31.2,28.5,26.8,25,82,63,微量,0,10.3,23.29,5.9,90,16.3
2012,6,8,1004.5,32.9,29.5,27.7,25.9,81,76,-,0,5.5,17.17,6.6,210,11.9
2012,6,9,1003.5,31.9,29.1,26.7,25.8,82,85,1.5,0,5.6,17.77,5.4,230,23.5
2012,6,10,1001.1,30.4,29,25.9,26.5,87,88,26.8,0,0.7,7.98,2,240,37.6
2012,6,11,999.4,30.4,29.4,28.1,26.4,84,86,0.2,0,0.8,8.11,2.5,240,41.1
2012,6,12,999.7,31.7,28.9,26.6,25.7,83,87,2.8,1,3.7,13.98,3.6,240,24.2
2012,6,13,1001,28.1,26.3,25,25,93,87,22.5,0,0.2,4.76,2.8,80,17.4
2012,6,14,1001.2,30.3,27.4,25.2,23.5,80,77,微量,11,7.2,20.18,4.5,150,15
2012,6,15,1000.5,29.8,28,26.9,24.8,83,86,微量,6,3.4,14.54,3.5,90,25.7
2012,6,16,1000.3,27.9,26.1,24.7,24.9,93,88,60.3,0,-,3.69,2.3,60,32.9
2012,6,17,1001.3,28.2,26.7,25.5,25.5,93,87,24.6,0,1.8,11.81,1.9,110,32
2012,6,18,998.6,30,27.3,25.5,25.7,91,87,17.7,0,2.8,13.98,2.6,110,30.8
2012,6,19,995,32.1,28.2,26.1,25.3,85,83,1.4,0,4,12.97,3.9,50,32.1
2012,6,20,997.8,33,29.9,28,25.4,77,76,-,4,6.6,19.25,6.5,240,20
2012,6,21,1003.1,29.6,28.3,26.1,26.2,89,86,31.2,2,0.4,4.66,1.7,200,21.8
2012,6,22,1004.2,30.5,28.5,26.4,25.3,83,86,16,0,0.7,8.1,3,210,35.6
2012,6,23,1003.5,30.3,28.8,28.1,24.9,79,88,微量,0,2.5,12.5,4.2,210,37.7
2012,6,24,1003.7,30.4,28.8,27.4,25.2,81,85,4.9,0,1.4,9.3,2.8,210,35.5
2012,6,25,1003.7,30.7,28.9,28,24.9,79,86,0.2,0,2,11.23,3.5,210,35.1
2012,6,26,1003.6,30,28.8,28.1,25.2,81,78,0.8,0,2.2,7.55,2.6,200,31.1
2012,6,27,1005.1,31.5,29.4,28,25.3,79,74,微量,0,4,15.63,2.8,180,26.9
2012,6,28,1005,32.8,29.4,27.6,25.2,79,46,-,0,7.8,19.24,4.8,170,13.5
2012,6,29,1000.4,33.3,29.4,26.5,25.1,79,65,3.9,3,5.6,15.42,5.1,50,34.9
2012,6,30,1004.6,29.9,26.6,25.7,25.1,92,73,38.1,0,2.4,9.05,2,150,31.5
2012,7,1,1008.5,31,27.8,25.7,25.2,86,63,4.3,0,5.9,19.97,4.5,120,22.5
2012,7,2,1007.9,31.4,28.3,26.6,25.1,83,58,微量,0,6.3,19.55,5.4,130,19.2
2012,7,3,1005.3,33.2,29.1,26.8,24.9,79,38,-,0,10.4,26.96,6.5,140,11
2012,7,4,1004.8,33.8,29.6,27.2,25.3,78,39,-,0,11.2,27.29,5.9,110,14.1
2012,7,5,1005,28.8,27.8,26,26.3,92,84,22,0,0.3,5.67,1.1,110,20
2012,7,6,1006.1,31.5,28.5,26.6,25.5,84,74,0.8,0,5.7,18.1,3.5,160,19.2
2012,7,7,1005.9,32.6,29.1,26.9,25.3,81,63,2.7,0,7.9,23.83,6.2,170,22.3
2012,7,8,1006.7,32.3,29.3,27.8,25.1,78,70,0.4,0,7.3,20.77,5.3,180,20.3
2012,7,9,1007.8,32.9,29.8,27.8,24.9,76,68,微量,0,10.1,25.2,5.6,210,15.9
2012,7,10,1007.2,32.3,29.9,28.4,24.6,74,58,微量,0,10.8,27.47,7.9,230,22
2012,7,11,1006.8,32.6,30,28.6,25,75,76,微量,0,9.6,24.23,6.5,230,27.2
2012,7,12,1006.9,32.6,30,27.8,24.5,73,55,1.3,0,10.3,26.07,7.2,230,22.9
2012,7,13,1006,31.7,29.2,27.1,25.2,79,69,9,0,6.7,18.87,4.9,220,25.8
2012,7,14,1004.7,32.3,29.6,26.8,25.7,80,75,7,0,7,19.57,6.1,230,30.5
2012,7,15,1005.6,33,30.2,28.7,25.8,77,78,2.1,0,8.5,23.29,7,230,28
2012,7,16,1006.1,31.9,29.8,27.5,25.9,80,85,18.4,0,4,14.68,5.6,220,26.1
2012,7,17,1006,32.1,30,28.7,25.7,78,83,1,0,4,16.73,6.5,220,22.7
2012,7,18,1006.6,32.4,29.1,25.4,26,84,79,34.3,0,5.4,15.87,4.5,200,12.7
2012,7,19,1006.8,33.6,30.2,27.6,25.2,75,62,微量,0,10.6,24.9,6.8,230,11.8
2012,7,20,1005.4,33,30.3,28.4,25.2,75,74,4.2,0,6.6,17.96,4.4,230,8.7
2012,7,21,1002.2,33.7,30.1,26.8,25.2,76,78,2.2,7,8.3,18.78,6.2,40,11.9
2012,7,22,998.7,32.4,28.9,26.5,24.9,79,83,1,0,3.5,14.69,4.1,50,39.5
2012,7,23,992.2,27.9,26.4,25.3,24.6,90,85,112,0,0.5,4.78,3.2,50,73.1
2012,7,24,996.5,29.2,26.9,25.6,25.3,91,88,99.5,0,0.3,6.44,2.7,140,62.1
2012,7,25,1005.4,28.3,25.7,24.4,24.8,95,91,82.3,0,0.2,3.83,3.1,140,29.4
2012,7,26,1006.6,26.2,25.5,25,25,97,85,28.1,0,-,4.98,1.1,120,18
2012,7,27,1005,27,25.8,25.1,25.1,96,88,25.7,0,0.1,4.1,2.3,140,15.5
2012,7,28,1005.2,32.1,27.7,25.6,25.1,86,72,微量,0,5.8,18.45,2.2,160,8.5
2012,7,29,1004.4,33.4,28.9,26.4,24.6,78,48,-,0,10.2,23.87,6.1,40,7.9
2012,7,30,1001.2,32.9,29.4,26.8,24,74,38,-,0,11.5,26.33,6.7,240,14.7
2012,7,31,999.1,32.5,29.2,26.3,24.8,78,66,9.5,0,8.6,19.23,5.6,280,16.4
2012,8,1,997.2,33.6,30.6,27.4,25,73,81,0.2,5,7.4,21.02,5.3,280,14.7
2012,8,2,997.1,34.1,31.8,29.3,24.4,66,55,-,7,10.7,21.02,6.7,230,16
2012,8,3,998.4,33,31,29.6,24.4,68,78,微量,7,3.4,12.13,3.3,250,14
2012,8,4,998.7,30.5,29.8,29.3,26,80,79,0.4,6,-,6.41,2,240,20
2012,8,5,1000.6,31.3,29.5,28.1,26.3,83,86,6.8,1,1,12.02,4,230,18.8
2012,8,6,1002.2,32.5,29,25.3,25.8,84,74,2.8,0,6.9,18.66,5.3,120,10
2012,8,7,1000.9,32.9,30,27.4,25.6,78,55,微量,4,8.9,20.13,5.5,230,15
2012,8,8,999.9,33.4,30.5,28.6,25.8,77,65,-,6,9.7,20.7,5.7,270,20.7
2012,8,9,1000.9,34.3,30.5,28.5,25.2,74,36,-,0,10.5,23.07,6.4,240,26.7
2012,8,10,1003,32,29.6,27,25.2,77,72,7.7,0,4,15.1,6.2,230,26.4
2012,8,11,1004.2,29.5,27.6,25.5,25.1,86,84,64.7,0,1,6.39,1.5,230,20.8
2012,8,12,1003.3,29.6,27.7,25.1,25.3,87,87,12.4,0,1.3,11.13,3,210,16.3
2012,8,13,1003.3,30.1,27.8,26.4,25.6,88,86,9.5,0,1.5,9.24,2.1,230,11
2012,8,14,1004.8,31.9,28.4,26.7,25.7,85,54,1.9,0,7.9,19.7,4.2,110,10.4
2012,8,15,1003.9,33.7,30,27.2,25.5,77,43,-,2,8.3,17.72,3.5,360,5.3
